goal_id,employee_id,department_id,goal_description,weight,completion_pct,completion_unit,recorded_date
GL-2379,EMP-0668,DEPT-001,Deliver cross-functional project milestone,0.4503,53.4,pct,2024-03-07
GL-2380,EMP-0669,DEPT-001,Mentor two junior team members,0.2206,88.0,pct,2024-03-17
GL-2381,EMP-0669,DEPT-001,Establish weekly reporting cadence for executive team,0.1808,54.2,pct,2024-03-17
GL-2382,EMP-0669,DEPT-001,Complete product certification or professional qualification,0.1979,65.7,pct,2024-03-31
GL-2383,EMP-0669,DEPT-001,Deliver cross-functional project milestone,0.331,79.8,pct,2024-03-15
GL-2384,EMP-0669,DEPT-001,Improve quarterly delivery velocity,0.0696,58.8,pct,2024-03-08
GL-2385,EMP-0670,DEPT-001,Complete leadership development programme,0.7728,64.1,pct,2024-03-18
GL-2386,EMP-0670,DEPT-001,Complete mandatory compliance training,0.0926,57.2,pct,2024-03-16
GL-2387,EMP-0670,DEPT-001,Establish weekly reporting cadence for executive team,0.1347,79.8,pct,2024-03-30
GL-2388,EMP-0671,DEPT-004,Reduce process error rate by 10 percent,0.059,98.1,pct,2024-03-22
GL-2389,EMP-0671,DEPT-004,Complete product certification or professional qualification,0.8425,52.5,pct,2024-03-31
GL-2390,EMP-0671,DEPT-004,Establish weekly reporting cadence for executive team,0.0985,58.0,pct,2024-03-18
GL-2391,EMP-0672,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.0033,88.2,pct,2024-03-30
GL-2392,EMP-0672,DEPT-001,Reduce onboarding cycle time for new hires,0.4787,71.1,pct,2024-03-24
GL-2393,EMP-0672,DEPT-001,Implement one process automation initiative,0.4416,80.1,pct,2024-03-21
GL-2394,EMP-0672,DEPT-001,Complete product certification or professional qualification,0.0764,94.5,pct,2024-03-07
GL-2395,EMP-0673,DEPT-001,Complete leadership development programme,0.9042,79.1,pct,2024-03-23
GL-2396,EMP-0673,DEPT-001,Implement one process automation initiative,0.0441,61.3,pct,2024-03-11
GL-2397,EMP-0673,DEPT-001,Complete mandatory compliance training,0.04,61.4,pct,2024-03-09
GL-2398,EMP-0673,DEPT-001,Mentor two junior team members,0.0117,53.6,pct,2024-03-26
GL-2399,EMP-0674,DEPT-002,Drive measurable cost reduction in operational budget,0.5536,80.9,pct,2024-03-20
GL-2400,EMP-0674,DEPT-002,Mentor two junior team members,0.1668,66.6,pct,2024-03-14
GL-2401,EMP-0674,DEPT-002,Implement one process automation initiative,0.2796,43.7,pct,2024-03-15
GL-2402,EMP-0675,DEPT-003,Improve quarterly delivery velocity,0.6945,48.9,pct,2024-03-14
GL-2403,EMP-0675,DEPT-003,Complete mandatory compliance training,0.0628,51.0,pct,2024-03-23
GL-2404,EMP-0675,DEPT-003,Establish weekly reporting cadence for executive team,0.2427,50.2,pct,2024-03-31
GL-2405,EMP-0676,DEPT-003,Improve quarterly delivery velocity,0.8135,77.6,pct,2024-03-13
GL-2406,EMP-0676,DEPT-003,Complete mandatory compliance training,0.1276,40.4,pct,2024-03-22
GL-2407,EMP-0676,DEPT-003,Complete leadership development programme,0.059,62.3,pct,2024-03-31
GL-2408,EMP-0677,DEPT-003,Reduce process error rate by 10 percent,0.5696,84.7,pct,2024-03-13
GL-2409,EMP-0677,DEPT-003,Establish weekly reporting cadence for executive team,0.2399,93.3,pct,2024-03-18
GL-2410,EMP-0677,DEPT-003,Complete leadership development programme,0.1548,83.3,pct,2024-03-14
GL-2411,EMP-0677,DEPT-003,Mentor two junior team members,0.0356,59.7,pct,2024-03-28
GL-2412,EMP-0680,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.4852,63.3,pct,2024-03-27
GL-2413,EMP-0680,DEPT-004,Mentor two junior team members,0.2267,69.2,pct,2024-03-10
GL-2414,EMP-0680,DEPT-004,Complete leadership development programme,0.2881,61.3,pct,2024-03-14
GL-2415,EMP-0681,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.3759,53.1,pct,2024-03-31
GL-2416,EMP-0681,DEPT-004,Implement one process automation initiative,0.0142,99.0,pct,2024-03-19
GL-2417,EMP-0681,DEPT-004,Complete mandatory compliance training,0.3385,71.3,pct,2024-03-21
GL-2418,EMP-0681,DEPT-004,Complete product certification or professional qualification,0.2714,77.6,pct,2024-03-09
GL-2419,EMP-0682,DEPT-002,Deliver cross-functional project milestone,0.1837,45.6,pct,2024-03-16
GL-2420,EMP-0682,DEPT-002,Complete mandatory compliance training,0.4868,83.7,pct,2024-03-15
GL-2421,EMP-0682,DEPT-002,Implement one process automation initiative,0.1696,58.5,pct,2024-03-27
GL-2422,EMP-0682,DEPT-002,Drive measurable cost reduction in operational budget,0.1599,49.3,pct,2024-03-09
GL-2423,EMP-0683,DEPT-004,Reduce onboarding cycle time for new hires,0.0326,93.5,pct,2024-03-26
GL-2424,EMP-0683,DEPT-004,Complete leadership development programme,0.1875,95.3,pct,2024-03-15
GL-2425,EMP-0683,DEPT-004,Drive measurable cost reduction in operational budget,0.7799,53.0,pct,2024-03-26
GL-2426,EMP-0684,DEPT-001,Drive measurable cost reduction in operational budget,0.1261,70.0,pct,2024-03-13
GL-2427,EMP-0684,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.1265,53.1,pct,2024-03-12
GL-2428,EMP-0684,DEPT-001,Complete product certification or professional qualification,0.0541,83.8,pct,2024-03-10
GL-2429,EMP-0684,DEPT-001,Complete mandatory compliance training,0.6223,56.3,pct,2024-03-22
GL-2430,EMP-0684,DEPT-001,Improve quarterly delivery velocity,0.0711,48.9,pct,2024-03-27
GL-2431,EMP-0685,DEPT-003,Reduce onboarding cycle time for new hires,0.1942,61.1,pct,2024-03-24
GL-2432,EMP-0685,DEPT-003,Implement one process automation initiative,0.2436,47.2,pct,2024-03-23
GL-2433,EMP-0685,DEPT-003,Complete product certification or professional qualification,0.5622,55.6,pct,2024-03-28
GL-2434,EMP-0686,DEPT-004,Reduce onboarding cycle time for new hires,0.6891,80.6,pct,2024-03-18
GL-2435,EMP-0686,DEPT-004,Improve quarterly delivery velocity,0.2485,96.1,pct,2024-03-08
GL-2436,EMP-0686,DEPT-004,Complete leadership development programme,0.0624,65.0,pct,2024-03-29
GL-2437,EMP-0687,DEPT-003,Complete mandatory compliance training,0.0648,63.8,pct,2024-03-13
GL-2438,EMP-0687,DEPT-003,Deliver cross-functional project milestone,0.1881,91.7,pct,2024-03-31
GL-2439,EMP-0687,DEPT-003,Complete product certification or professional qualification,0.4713,60.8,pct,2024-03-16
GL-2440,EMP-0687,DEPT-003,Reduce process error rate by 10 percent,0.242,77.6,pct,2024-03-09
GL-2441,EMP-0687,DEPT-003,Improve quarterly delivery velocity,0.0338,41.6,pct,2024-03-31
GL-2442,EMP-0688,DEPT-001,Drive measurable cost reduction in operational budget,0.0667,49.9,pct,2024-03-09
GL-2443,EMP-0688,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.3847,54.6,pct,2024-03-16
GL-2444,EMP-0688,DEPT-001,Mentor two junior team members,0.5336,73.5,pct,2024-03-18
GL-2445,EMP-0688,DEPT-001,Implement one process automation initiative,0.0126,52.9,pct,2024-03-21
GL-2446,EMP-0688,DEPT-001,Deliver cross-functional project milestone,0.0025,42.8,pct,2024-03-27
GL-2447,EMP-0689,DEPT-001,Complete mandatory compliance training,0.0805,87.6,pct,2024-03-19
GL-2448,EMP-0689,DEPT-001,Improve quarterly delivery velocity,0.2983,95.2,pct,2024-03-13
GL-2449,EMP-0689,DEPT-001,Drive measurable cost reduction in operational budget,0.2012,84.2,pct,2024-03-09
GL-2450,EMP-0689,DEPT-001,Complete leadership development programme,0.1038,67.0,pct,2024-03-07
GL-2451,EMP-0689,DEPT-001,Reduce onboarding cycle time for new hires,0.3163,91.9,pct,2024-03-27
GL-2452,EMP-0690,DEPT-002,Complete mandatory compliance training,0.0396,60.0,pct,2024-03-29
GL-2453,EMP-0690,DEPT-002,Drive measurable cost reduction in operational budget,0.2203,82.7,pct,2024-03-21
GL-2454,EMP-0690,DEPT-002,Deliver cross-functional project milestone,0.0497,67.0,pct,2024-03-14
GL-2455,EMP-0690,DEPT-002,Mentor two junior team members,0.2496,97.9,pct,2024-03-22
GL-2456,EMP-0690,DEPT-002,Implement one process automation initiative,0.4408,59.6,pct,2024-03-20
GL-2457,EMP-0691,DEPT-004,Mentor two junior team members,0.2035,87.4,pct,2024-03-10
GL-2458,EMP-0691,DEPT-004,Establish weekly reporting cadence for executive team,0.6939,72.5,pct,2024-03-14
GL-2459,EMP-0691,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.1026,54.1,pct,2024-03-30
GL-2460,EMP-0692,DEPT-002,Reduce process error rate by 10 percent,0.3322,72.2,pct,2024-03-26
GL-2461,EMP-0692,DEPT-002,Improve quarterly delivery velocity,0.2753,42.9,pct,2024-03-12
GL-2462,EMP-0692,DEPT-002,Deliver cross-functional project milestone,0.3718,53.0,pct,2024-03-09
GL-2463,EMP-0692,DEPT-002,Reduce onboarding cycle time for new hires,0.0206,71.2,pct,2024-03-28
GL-2464,EMP-0693,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.0267,50.1,pct,2024-03-22
GL-2465,EMP-0693,DEPT-003,Mentor two junior team members,0.3045,95.5,pct,2024-03-25
GL-2466,EMP-0693,DEPT-003,Improve quarterly delivery velocity,0.1465,82.1,pct,2024-03-22
GL-2467,EMP-0693,DEPT-003,Complete product certification or professional qualification,0.5223,85.8,pct,2024-03-12
GL-2468,EMP-0695,DEPT-002,Complete leadership development programme,0.7827,79.0,pct,2024-03-30
GL-2469,EMP-0695,DEPT-002,Drive measurable cost reduction in operational budget,0.066,70.8,pct,2024-03-20
GL-2470,EMP-0695,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.0365,68.9,pct,2024-03-11
GL-2471,EMP-0695,DEPT-002,Improve quarterly delivery velocity,0.1148,89.0,pct,2024-03-30
GL-2472,EMP-0696,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.3048,66.4,pct,2024-03-29
GL-2473,EMP-0696,DEPT-002,Mentor two junior team members,0.2454,55.7,pct,2024-03-29
GL-2474,EMP-0696,DEPT-002,Implement one process automation initiative,0.4497,78.6,pct,2024-03-23
GL-2475,EMP-0697,DEPT-004,Establish weekly reporting cadence for executive team,0.0282,47.2,pct,2024-03-28
GL-2476,EMP-0697,DEPT-004,Complete mandatory compliance training,0.3269,46.3,pct,2024-03-26
GL-2477,EMP-0697,DEPT-004,Implement one process automation initiative,0.0646,49.3,pct,2024-03-22
GL-2478,EMP-0697,DEPT-004,Complete product certification or professional qualification,0.2259,79.1,pct,2024-03-14
GL-2479,EMP-0697,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.3545,96.7,pct,2024-03-15
GL-2480,EMP-0698,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.5739,87.7,pct,2024-03-20
GL-2481,EMP-0698,DEPT-001,Reduce process error rate by 10 percent,0.1389,91.7,pct,2024-03-12
GL-2482,EMP-0698,DEPT-001,Complete mandatory compliance training,0.097,54.1,pct,2024-03-11
GL-2483,EMP-0698,DEPT-001,Improve quarterly delivery velocity,0.0144,77.6,pct,2024-03-31
GL-2484,EMP-0698,DEPT-001,Implement one process automation initiative,0.1759,74.9,pct,2024-03-21
GL-2485,EMP-0699,DEPT-003,Reduce process error rate by 10 percent,0.1492,78.5,pct,2024-03-10
GL-2486,EMP-0699,DEPT-003,Mentor two junior team members,0.0248,41.4,pct,2024-03-09
GL-2487,EMP-0699,DEPT-003,Complete mandatory compliance training,0.0878,43.1,pct,2024-03-29
GL-2488,EMP-0699,DEPT-003,Establish weekly reporting cadence for executive team,0.6617,78.6,pct,2024-03-23
GL-2489,EMP-0699,DEPT-003,Drive measurable cost reduction in operational budget,0.0766,96.5,pct,2024-03-29
GL-2490,EMP-0700,DEPT-004,Reduce process error rate by 10 percent,0.1228,48.5,pct,2024-03-28
GL-2491,EMP-0700,DEPT-004,Mentor two junior team members,0.8254,97.9,pct,2024-03-22
GL-2492,EMP-0700,DEPT-004,Complete leadership development programme,0.0517,85.2,pct,2024-03-27
GL-2493,EMP-0701,DEPT-003,Improve quarterly delivery velocity,0.1644,47.8,pct,2024-03-24
GL-2494,EMP-0701,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.6681,98.9,pct,2024-03-29
GL-2495,EMP-0701,DEPT-003,Drive measurable cost reduction in operational budget,0.0095,43.5,pct,2024-03-09
GL-2496,EMP-0701,DEPT-003,Complete mandatory compliance training,0.1579,97.0,pct,2024-03-29
GL-2497,EMP-0702,DEPT-003,Complete product certification or professional qualification,0.0359,76.1,pct,2024-03-15
GL-2498,EMP-0702,DEPT-003,Reduce onboarding cycle time for new hires,0.021,40.9,pct,2024-03-16
GL-2499,EMP-0702,DEPT-003,Drive measurable cost reduction in operational budget,0.9431,42.6,pct,2024-03-08
GL-2500,EMP-0703,DEPT-002,Establish weekly reporting cadence for executive team,0.0099,63.4,pct,2024-03-13
GL-2501,EMP-0703,DEPT-002,Complete mandatory compliance training,0.1999,73.2,pct,2024-03-31
GL-2502,EMP-0703,DEPT-002,Improve quarterly delivery velocity,0.7902,60.6,pct,2024-03-26
GL-2503,EMP-0704,DEPT-003,Reduce process error rate by 10 percent,0.0683,62.8,pct,2024-03-08
GL-2504,EMP-0704,DEPT-003,Improve quarterly delivery velocity,0.7063,47.7,pct,2024-03-27
GL-2505,EMP-0704,DEPT-003,Deliver cross-functional project milestone,0.2254,94.6,pct,2024-03-16
GL-2506,EMP-0705,DEPT-003,Mentor two junior team members,0.4154,48.3,pct,2024-03-18
GL-2507,EMP-0705,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.1144,52.2,pct,2024-03-29
GL-2508,EMP-0705,DEPT-003,Complete leadership development programme,0.4701,51.8,pct,2024-03-19
GL-2509,EMP-0706,DEPT-002,Complete product certification or professional qualification,0.1786,73.1,pct,2024-03-31
GL-2510,EMP-0706,DEPT-002,Complete leadership development programme,0.3984,59.2,pct,2024-03-12
GL-2511,EMP-0706,DEPT-002,Implement one process automation initiative,0.2083,68.3,pct,2024-03-18
GL-2512,EMP-0706,DEPT-002,Improve quarterly delivery velocity,0.2147,67.9,pct,2024-03-09
GL-2513,EMP-0707,DEPT-002,Complete mandatory compliance training,0.479,41.5,pct,2024-03-27
GL-2514,EMP-0707,DEPT-002,Complete product certification or professional qualification,0.3165,85.7,pct,2024-03-22
GL-2515,EMP-0707,DEPT-002,Reduce onboarding cycle time for new hires,0.2045,69.3,pct,2024-03-07
GL-2516,EMP-0708,DEPT-004,Mentor two junior team members,0.0567,71.2,pct,2024-03-26
GL-2517,EMP-0708,DEPT-004,Implement one process automation initiative,0.0947,62.8,pct,2024-03-22
GL-2518,EMP-0708,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.2709,94.4,pct,2024-03-28
GL-2519,EMP-0708,DEPT-004,Reduce process error rate by 10 percent,0.4555,76.9,pct,2024-03-15
GL-2520,EMP-0708,DEPT-004,Deliver cross-functional project milestone,0.1223,64.2,pct,2024-03-29
GL-2521,EMP-0709,DEPT-003,Reduce process error rate by 10 percent,0.1467,77.8,pct,2024-03-21
GL-2522,EMP-0709,DEPT-003,Complete product certification or professional qualification,0.291,82.6,pct,2024-03-31
GL-2523,EMP-0709,DEPT-003,Implement one process automation initiative,0.3228,97.4,pct,2024-03-30
GL-2524,EMP-0709,DEPT-003,Complete leadership development programme,0.2395,40.6,pct,2024-03-10
GL-2525,EMP-0710,DEPT-002,Establish weekly reporting cadence for executive team,0.3788,78.6,pct,2024-03-25
GL-2526,EMP-0710,DEPT-002,Improve quarterly delivery velocity,0.5642,92.4,pct,2024-03-12
GL-2527,EMP-0710,DEPT-002,Complete mandatory compliance training,0.0571,56.7,pct,2024-03-13
GL-2528,EMP-0711,DEPT-003,Mentor two junior team members,0.1062,85.9,pct,2024-03-18
GL-2529,EMP-0711,DEPT-003,Complete product certification or professional qualification,0.6054,68.7,pct,2024-03-24
GL-2530,EMP-0711,DEPT-003,Complete leadership development programme,0.2884,61.3,pct,2024-03-31
GL-2531,EMP-0712,DEPT-001,Implement one process automation initiative,0.2314,59.5,pct,2024-03-30
GL-2532,EMP-0712,DEPT-001,Drive measurable cost reduction in operational budget,0.074,59.8,pct,2024-03-15
GL-2533,EMP-0712,DEPT-001,Complete mandatory compliance training,0.2679,41.2,pct,2024-03-26
GL-2534,EMP-0712,DEPT-001,Complete leadership development programme,0.23,63.6,pct,2024-03-10
GL-2535,EMP-0712,DEPT-001,Establish weekly reporting cadence for executive team,0.1967,41.6,pct,2024-03-30
GL-2536,EMP-0714,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.0522,74.3,pct,2024-03-26
GL-2537,EMP-0714,DEPT-001,Drive measurable cost reduction in operational budget,0.1925,73.5,pct,2024-03-21
GL-2538,EMP-0714,DEPT-001,Implement one process automation initiative,0.0693,72.1,pct,2024-03-26
GL-2539,EMP-0714,DEPT-001,Improve quarterly delivery velocity,0.2104,67.4,pct,2024-03-11
GL-2540,EMP-0714,DEPT-001,Reduce process error rate by 10 percent,0.4756,86.8,pct,2024-03-24
GL-2541,EMP-0715,DEPT-002,Reduce process error rate by 10 percent,0.3931,41.7,pct,2024-03-26
GL-2542,EMP-0715,DEPT-002,Complete product certification or professional qualification,0.076,71.4,pct,2024-03-15
GL-2543,EMP-0715,DEPT-002,Implement one process automation initiative,0.0175,78.5,pct,2024-03-27
GL-2544,EMP-0715,DEPT-002,Complete leadership development programme,0.1589,64.3,pct,2024-03-23
GL-2545,EMP-0715,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.3546,89.7,pct,2024-03-29
GL-2546,EMP-0716,DEPT-004,Reduce process error rate by 10 percent,0.1426,91.6,pct,2024-03-08
GL-2547,EMP-0716,DEPT-004,Implement one process automation initiative,0.2596,64.1,pct,2024-03-31
GL-2548,EMP-0716,DEPT-004,Reduce onboarding cycle time for new hires,0.2216,82.8,pct,2024-03-10
GL-2549,EMP-0716,DEPT-004,Improve quarterly delivery velocity,0.0623,72.5,pct,2024-03-31
GL-2550,EMP-0716,DEPT-004,Complete mandatory compliance training,0.3138,49.1,pct,2024-03-16
GL-2551,EMP-0717,DEPT-001,Improve quarterly delivery velocity,0.0709,91.6,pct,2024-03-18
GL-2552,EMP-0717,DEPT-001,Implement one process automation initiative,0.2125,83.7,pct,2024-03-29
GL-2553,EMP-0717,DEPT-001,Reduce process error rate by 10 percent,0.0754,92.8,pct,2024-03-31
GL-2554,EMP-0717,DEPT-001,Establish weekly reporting cadence for executive team,0.6412,95.9,pct,2024-03-10
GL-2555,EMP-0719,DEPT-004,Deliver cross-functional project milestone,0.1881,41.8,pct,2024-03-26
GL-2556,EMP-0719,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.7208,71.2,pct,2024-03-14
GL-2557,EMP-0719,DEPT-004,Reduce process error rate by 10 percent,0.0912,85.7,pct,2024-03-25
GL-2558,EMP-0720,DEPT-001,Drive measurable cost reduction in operational budget,0.0766,73.3,pct,2024-03-10
GL-2559,EMP-0720,DEPT-001,Establish weekly reporting cadence for executive team,0.1213,57.3,pct,2024-03-22
GL-2560,EMP-0720,DEPT-001,Complete mandatory compliance training,0.43,43.3,pct,2024-03-16
GL-2561,EMP-0720,DEPT-001,Mentor two junior team members,0.0783,43.2,pct,2024-03-19
GL-2562,EMP-0720,DEPT-001,Complete leadership development programme,0.2937,89.4,pct,2024-03-07
GL-2563,EMP-0721,DEPT-001,Mentor two junior team members,0.0614,91.9,pct,2024-03-10
GL-2564,EMP-0721,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.296,98.6,pct,2024-03-25
GL-2565,EMP-0721,DEPT-001,Improve quarterly delivery velocity,0.2503,52.4,pct,2024-03-31
GL-2566,EMP-0721,DEPT-001,Implement one process automation initiative,0.3923,68.4,pct,2024-03-30
GL-2567,EMP-0722,DEPT-003,Complete leadership development programme,0.1988,93.5,pct,2024-03-26
GL-2568,EMP-0722,DEPT-003,Deliver cross-functional project milestone,0.7638,71.4,pct,2024-03-14
GL-2569,EMP-0722,DEPT-003,Reduce onboarding cycle time for new hires,0.0375,63.5,pct,2024-03-15
GL-2570,EMP-0723,DEPT-003,Improve quarterly delivery velocity,0.1455,96.5,pct,2024-03-09
GL-2571,EMP-0723,DEPT-003,Establish weekly reporting cadence for executive team,0.279,46.7,pct,2024-03-21
GL-2572,EMP-0723,DEPT-003,Complete mandatory compliance training,0.443,79.2,pct,2024-03-15
GL-2573,EMP-0723,DEPT-003,Mentor two junior team members,0.1325,58.2,pct,2024-03-25
GL-2574,EMP-0724,DEPT-002,Mentor two junior team members,0.1553,65.8,pct,2024-03-12
GL-2575,EMP-0724,DEPT-002,Improve quarterly delivery velocity,0.2286,58.0,pct,2024-03-16
GL-2576,EMP-0724,DEPT-002,Complete product certification or professional qualification,0.0314,54.0,pct,2024-03-28
GL-2577,EMP-0724,DEPT-002,Reduce process error rate by 10 percent,0.0813,87.3,pct,2024-03-22
GL-2578,EMP-0724,DEPT-002,Deliver cross-functional project milestone,0.5033,47.0,pct,2024-03-21
